index,word,levelNumber,context,writtenFrequencyPerMillion,spokenFrequencyPerMillion,frequencyPerMillion,zhuyin,pinyin
2599,用餐,4.5,10.餐飲、烹飪,18,18,36,ㄩㄥˋ ㄘㄢ,yòng cān
2600,用具,4.5,2.日常起居,6,3,9,ㄩㄥˋ ㄐㄩˋ,yòng jù
2601,勇氣,4.5,16.情緒、態度,58,44,102,ㄩㄥˇ ㄑㄧˋ,yǒng qì
2602,由,4.5,核心詞,694,320,1014,ㄧㄡˊ,yóu
2603,優點,4.5,核心詞,40,26,66,ㄧㄡ ㄉㄧㄢˇ,yōu diǎn
2604,油膩,4.5,10.餐飲、烹飪,4,4,8,ㄧㄡˊ ㄋㄧˋ,yóu nì
2605,由於,4.5,核心詞,304,110,414,ㄧㄡˊ ㄩˊ,yóu yú
2606,幼稚園,4.5,8.教育、學習,20,18,38,ㄧㄡˋ ㄓˋ ㄩㄢˊ,yòu zhì yuán
2607,與,4.5,核心詞,3290,1103,4393,ㄩˇ,yǔ
2608,預報,4.5,5.交通、旅遊,3,16,19,ㄩˋ ㄅㄠˋ,yù bào
2609,愉快,4.5,核心詞,78,23,101,ㄩˊ ㄎㄨㄞˋ,yú kuài
2610,預期,4.5,核心詞,47,21,68,ㄩˋ ㄑㄧˊ,yù qí
2611,於是,4.5,核心詞,484,93,577,ㄩˊ ㄕˋ,yú shì
2612,原本,4.5,核心詞,137,202,339,ㄩㄢˊ ㄅㄣˇ,yuán běn
2613,元旦,4.5,15.文化,5,1,6,ㄩㄢˊ ㄉㄢˋ,yuán dàn
2614,原諒,4.5,6.社交、人際,31,20,51,ㄩㄢˊ ㄌㄧㄤˋ,yuán liàng
2615,原味,4.5,10.餐飲、烹飪,4,8,12,ㄩㄢˊ ㄨㄟˋ,yuán wèi
2616,元宵,4.5,15.文化,2,4,6,ㄩㄢˊ ㄒㄧㄠ,yuán xiāo
2617,圓形,4.5,9.購物、商店,11,7,18,ㄩㄢˊ ㄒㄧㄥˊ,yuán xíng
2618,原則,4.5,8.教育、學習,117,46,163,ㄩㄢˊ ㄗㄜˊ,yuán zé
2619,月光,4.5,13.自然環境,15,3,18,ㄩㄝˋ ㄍㄨㄤ,yuè guāng
2620,樂團,4.5,4.休閒、娛樂,15,7,22,ㄩㄝˋ ㄊㄨㄢˊ,yuè tuán
2621,在乎,4.5,核心詞,51,21,72,ㄗㄞˋ ㄏㄨ,zài hū
2622,再三,4.5,核心詞,18,7,25,ㄗㄞˋ ㄙㄢ,zài sān
2623,糟,4.5,核心詞,56,20,76,ㄗㄠ,zāo
2624,早晨,4.5,核心詞,39,8,47,ㄗㄠˇ ㄔㄣˊ,zǎo chén
2625,造成,4.5,核心詞,273,541,814,ㄗㄠˋ ㄔㄥˊ,zào chéng
2626,暫時,4.5,核心詞,56,38,94,ㄓㄢˋ ㄕˊ,zhàn shí
2627,章,4.5,核心詞,205,15,220,ㄓㄤ,zhāng
2628,帳單,4.5,9.購物、商店,9,2,11,ㄓㄤˋ ㄉㄢ,zhàng dān
2629,丈夫,4.5,1.個人資料,150,15,165,ㄓㄤˋ ㄈㄨ,zhàng fū
2630,帳號,4.5,1.個人資料,2,2,4,ㄓㄤˋㄏㄠˋ,zhàng hào
2631,張開,4.5,7.身體、醫療,28,10,38,ㄓㄤ ㄎㄞ,zhāng kāi
2632,招手,4.5,核心詞,7,2,9,ㄓㄠ ㄕㄡˇ,zhāo shǒu
2633,折扣,4.5,9.購物、商店,5,3,8,ㄓㄜˊ ㄎㄡˋ,zhé kòu
2634,哲學,4.5,8.教育、學習,57,17,74,ㄓㄜˊ ㄒㄩㄝˊ,zhé xué
2635,真實,4.5,16.情緒、態度,123,50,173,ㄓㄣ ㄕˊ,zhēn shí
2636,爭,4.5,14.社會,48,30,78,ㄓㄥ,zhēng
2637,政策,4.5,14.社會,96,133,229,ㄓㄥˋ ㄘㄜˋ,zhèng cè
2638,證據,4.5,12.安全,89,37,126,ㄓㄥˋ ㄐㄩˋ,zhèng jù
2639,整體,4.5,3.職業,60,27,87,ㄓㄥˇ ㄊㄧˇ,zhěng tǐ
2640,止,4.5,7.身體、醫療,99,62,161,ㄓˇ,zhǐ
2641,直到,4.5,核心詞,169,72,241,ㄓˊ ㄉㄠˋ,zhí dào
2642,指導,4.5,8.教育、學習,57,39,96,ㄓˇ ㄉㄠˇ,zhǐ dǎo
2643,製造/製,4.5,3.職業,123,150,273,ㄓˋ ㄗㄠˋ/ㄓˋ,zhì zào/zhì
2644,中2,4.5,核心詞,3605,1443,5048,ㄓㄨㄥˋ,zhòng
2645,重大,4.5,核心詞,78,50,128,ㄓㄨㄥˋ ㄉㄚˋ,zhòng dà
2646,中年,4.5,14.社會,39,26,65,ㄓㄨㄥ ㄋㄧㄢˊ,zhōng nián
2647,週年/周年,4.5,核心詞,10,23,33,ㄓㄡ ㄋㄧㄢˊ ,zhōu nián 
2648,周圍,4.5,核心詞,56,28,84,ㄓㄡ ㄨㄟˊ,zhōu wéi
2649,主動,4.5,核心詞,74,55,129,ㄓㄨˇ ㄉㄨㄥˋ,zhǔ dòng
2650,主管,4.5,3.職業,108,13,121,ㄓㄨˇ ㄍㄨㄢˇ,zhǔ guǎn
2651,住戶,4.5,2.日常起居,7,7,14,ㄓㄨˋ ㄏㄨˋ,zhù hù
2652,主意,4.5,核心詞,51,9,60,ㄓㄨˇ ㄧˋ,zhǔ yì
2653,住院,4.5,7.身體、醫療,19,30,49,ㄓㄨˋ ㄩㄢˋ,zhù yuàn
2654,專門,4.5,核心詞,57,56,113,ㄓㄨㄢ ㄇㄣˊ,zhuān mén
2655,追求,4.5,核心詞,111,54,165,ㄓㄨㄟ ㄑㄧㄡˊ,zhuī qiú
2656,準,4.5,核心詞,31,18,49,ㄓㄨㄣˇ,zhǔn
2657,紫,4.5,核心詞,15,16,31,ㄗˇ,zǐ
2658,資本,4.5,14.社會,33,7,40,ㄗ ㄅㄣˇ,zī běn
2659,自從,4.5,核心詞,55,63,118,ㄗˋ ㄘㄨㄥˊ,zì cóng
2660,自來水,4.5,2.日常起居,5,25,30,ㄗˋ ㄌㄞˊ ㄕㄨㄟˇ,zì lái shuǐ
2661,字幕,4.5,4.休閒、娛樂,2,1,3,ㄗˋ ㄇㄨˋ,zì mù
2662,自殺,4.5,12.安全,70,13,83,ㄗˋ ㄕㄚ,zì shā
2663,仔細,4.5,核心詞,112,61,173,ㄗˇ ㄒㄧˋ,zǐ xì
2664,自在,4.5,核心詞,57,22,79,ㄗˋ ㄗㄞˋ,zì zài
2665,自助,4.5,核心詞,7,6,13,ㄗˋ ㄓㄨˋ,zì zhù
2666,總統府,4.5,14.社會,7,4,11,ㄗㄨㄥˇ ㄊㄨㄥˇ ㄈㄨˇ,zǒng tǒng fǔ
2667,組,4.5,核心詞,91,85,176,ㄗㄨˇ,zǔ
2668,組合,4.5,3.職業,63,25,88,ㄗㄨˇ ㄏㄜˊ,zǔ hé
2669,最初,4.5,核心詞,48,16,64,ㄗㄨㄟˋ ㄔㄨ,zuì chū
2670,哎,5,核心詞,10,10,20,ㄞ,āi
2671,挨打,5,核心詞,7,0,7,ㄞ ㄉㄚˇ,āi dǎ
2672,挨餓,5,核心詞,6,6,12,ㄞ ㄜˋ,āi è
2673,愛護,5,核心詞,10,31,41,ㄞˋ ㄏㄨˋ,ài hù
2674,挨罵,5,核心詞,4,2,6,ㄞ ㄇㄚˋ,āi mà
2675,愛惜,5,核心詞,5,12,17,ㄞˋ ㄒㄧˊ,ài xí
2676,矮小,5,7.身體、醫療,8,0,8,ㄞˇ ㄒㄧㄠˇ,ǎi xiǎo
2677,癌症/癌,5,7.身體、醫療,66,91,157,ㄞˊ ㄓㄥˋ / ㄞˊ,ái zhèng / ái
2678,安定,5,14.社會,31,26,57,ㄢ ㄉㄧㄥˋ,ān dìng
2679,案件,5,12.安全,23,11,34,ㄢˋ ㄐㄧㄢˋ,àn jiàn
2680,案例,5,核心詞,48,22,70,ㄢˋ ㄌㄧˋ,àn lì
2681,按摩,5,7.身體、醫療,26,16,42,ㄢˋ ㄇㄛˊ,àn mó
2682,按時,5,核心詞,7,3,10,ㄢˋ ㄕˊ,àn shí
2683,暗示,5,12.安全,38,7,45,ㄢˋ ㄕˋ,àn shì
2684,安慰,5,核心詞,52,27,79,ㄢ ㄨㄟˋ,ān wèi
2685,安心,5,核心詞,24,50,74,ㄢ ㄒㄧㄣ,ān xīn
2686,暗中,5,12.安全,21,2,23,ㄢˋ ㄓㄨㄥ,àn zhōng
2687,昂貴,5,2.日常起居,20,15,35,ㄤˊ ㄍㄨㄟˋ,áng guì
2688,拔,5,核心詞,15,76,91,ㄅㄚˊ,bá
2689,八成,5,核心詞,9,12,21,ㄅㄚ ㄔㄥˊ,bā chéng
2690,罷工,5,14.社會,8,12,20,ㄅㄚˋ ㄍㄨㄥ,bà gōng
2691,罷了,5,核心詞,37,1,38,ㄅㄚˋ ˙ㄌㄜ,bà le
2692,罷免,5,14.社會,2,1,3,ㄅㄚˋ ㄇㄧㄢˇ,bà miǎn
2693,把握,5,核心詞,40,40,80,ㄅㄚˇ ㄨㄛˋ,bǎ wò
2694,拜,5,1.個人資料,35,25,60,ㄅㄞˋ,bài
2695,白日夢,5,2.日常起居,6,3,9,ㄅㄞˊ ㄖˋ ㄇㄥˋ,bái rì mèng
2696,拜託,5,核心詞,26,50,76,ㄅㄞˋ ㄊㄨㄛ,bài tuō
2697,擺脫,5,12.安全,32,19,51,ㄅㄞˇ ㄊㄨㄛ,bǎi tuō
2698,拌,5,10.餐飲、烹飪,7,14,21,ㄅㄢˋ,bàn
2699,版,5,核心詞,20,7,27,ㄅㄢˇ,bǎn
2700,版本,5,4.休閒、娛樂,27,8,35,ㄅㄢˇ ㄅㄣˇ,bǎn běn
2701,辦公,5,3.職業,11,5,16,ㄅㄢˋ ㄍㄨㄥ,bàn gōng
2702,班級,5,8.教育、學習,11,11,22,ㄅㄢ ㄐㄧˊ,bān jí
2703,辦理,5,核心詞,19,4,23,ㄅㄢˋ ㄌㄧˇ,bàn lǐ
2704,半路,5,核心詞,8,3,11,ㄅㄢˋ ㄌㄨˋ,bàn lù
2705,伴侶,5,6.社交、人際,21,3,24,ㄅㄢˋ ㄌㄩˇ,bàn lǚ
2706,伴隨,5,7.身體、醫療,23,15,38,ㄅㄢˋ ㄙㄨㄟˊ,bàn suí
2707,半途,5,5.交通、旅遊,4,3,7,ㄅㄢˋ ㄊㄨˊ,bàn tú
2708,搬運,5,核心詞,7,12,19,ㄅㄢ ㄩㄣˋ,bān yùn
2709,綁,5,核心詞,30,29,59,ㄅㄤˇ,bǎng
2710,幫手,5,核心詞,6,12,18,ㄅㄤ ㄕㄡˇ,bāng shǒu
2711,傍晚,5,核心詞,29,14,43,ㄅㄤ ㄨㄢˇ,bāng wǎn
2712,報案,5,12.安全,4,2,6,ㄅㄠˋ ㄢˋ,bào àn
2713,寶貝,5,核心詞,33,27,60,ㄅㄠˇ ㄅㄟˋ,bǎo bèi
2714,保存,5,5.交通、旅遊,35,74,109,ㄅㄠˇ ㄘㄨㄣˊ,bǎo cún
2715,報到,5,8.教育、學習,9,7,16,ㄅㄠˋ ㄉㄠˋ,bào dào
2716,報導,5,4.休閒、娛樂,74,99,173,ㄅㄠˋ ㄉㄠˇ,bào dǎo
2717,爆發,5,12.安全,43,59,102,ㄅㄠˋ ㄈㄚ,bào fā
2718,報復,5,12.安全,21,7,28,ㄅㄠˋ ㄈㄨˋ,bào fù
2719,保管,5,5.交通、旅遊,7,3,10,ㄅㄠˇ ㄍㄨㄢˇ,bǎo guǎn
2720,寶貴,5,核心詞,24,19,43,ㄅㄠˇ ㄍㄨㄟˋ,bǎo guì
2721,報警,5,12.安全,6,2,8,ㄅㄠˋ ㄐㄧㄥˇ,bào jǐng
2722,報刊,5,4.休閒、娛樂,5,1,6,ㄅㄠˋ ㄎㄢ,bào kān
2723,暴力,5,12.安全,59,44,103,ㄅㄠˋ ㄌㄧˋ,bào lì
2724,保留,5,核心詞,42,47,89,ㄅㄠˇ ㄌㄧㄡˊ,bǎo liú
2725,保守,5,8.教育、學習,25,18,43,ㄅㄠˇ ㄕㄡˇ,bǎo shǒu
2726,包圍,5,12.安全,29,13,42,ㄅㄠ ㄨㄟˊ,bāo wéi
2727,保險,5,核心詞,27,15,42,ㄅㄠˇ ㄒㄧㄢˇ,bǎo xiǎn
2728,爆炸,5,12.安全,21,49,70,ㄅㄠˋ ㄓㄚˋ,bào zhà
2729,保障,5,14.社會,21,34,55,ㄅㄠˇ ㄓㄤˋ,bǎo zhàng
2730,保重,5,6.社交、人際,4,3,7,ㄅㄠˇ ㄓㄨㄥˋ,bǎo zhòng
2731,包裝,5,9.購物、商店,21,57,78,ㄅㄠ ㄓㄨㄤ,bāo zhuāng
2732,輩,5,15.文化,18,10,28,ㄅㄟˋ,bèi
2733,悲哀,5,16.情緒、態度,20,2,22,ㄅㄟ ㄞ,bēi āi
2734,悲慘,5,核心詞,21,5,26,ㄅㄟ ㄘㄢˇ,bēi cǎn
2735,被動,5,核心詞,20,5,25,ㄅㄟˋ ㄉㄨㄥˋ,bèi dòng
2736,悲觀,5,核心詞,32,7,39,ㄅㄟ ㄍㄨㄢ,bēi guān
2737,悲劇,5,4.休閒、娛樂,38,15,53,ㄅㄟ ㄐㄩˋ,bēi jù
2738,北極,5,13.自然環境,5,55,60,ㄅㄟˇ ㄐㄧˊ,běi jí
2739,背叛,5,16.情緒、態度,19,4,23,ㄅㄟˋ ㄆㄢˋ,bèi pàn
2740,悲傷,5,16.情緒、態度,38,25,63,ㄅㄟ ㄕㄤ,bēi shāng
2741,背影,5,核心詞,9,5,14,ㄅㄟˋ ㄧㄥˇ,bèi yǐng
2742,輩子,5,核心詞,68,84,152,ㄅㄟˋ ˙ㄗ,bèi zi
2743,本領,5,核心詞,20,2,22,ㄅㄣˇ ㄌㄧㄥˇ,běn lǐng
2744,本能,5,核心詞,32,4,36,ㄅㄣˇ ㄋㄥˊ,běn néng
2745,本錢,5,核心詞,6,5,11,ㄅㄣˇ ㄑㄧㄢˊ,běn qián
2746,本身,5,核心詞,151,210,361,ㄅㄣˇ ㄕㄣ,běn shēn
2747,本事,5,核心詞,24,4,28,ㄅㄣˇ ㄕˋ / ㄅㄣˇ ˙ㄕ,běn shì / běn shi
2748,本土,5,核心詞,19,21,40,ㄅㄣˇ ㄊㄨˇ,běn tǔ
2749,本性,5,1.個人資料,19,9,28,ㄅㄣˇ ㄒㄧㄥˋ,běn xìng
2750,笨重,5,核心詞,4,1,5,ㄅㄣˋ ㄓㄨㄥˋ,bèn zhòng
2751,閉,5,核心詞,19,6,25,ㄅㄧˋ,bì
2752,逼,5,核心詞,51,15,66,ㄅㄧ,bī
2753,必備,5,核心詞,8,8,16,ㄅㄧˋ ㄅㄟˋ,bì bèi
2754,彼此,5,6.社交、人際,159,74,233,ㄅㄧˇ ㄘˇ,bǐ cǐ
2755,必定,5,核心詞,46,7,53,ㄅㄧˋ ㄉㄧㄥˋ,bì dìng
2756,避風港,5,核心詞,3,0,3,ㄅㄧˋ ㄈㄥ ㄍㄤˇ,bì fēng gǎng
2757,畢竟,5,核心詞,82,56,138,ㄅㄧˋ ㄐㄧㄥˋ,bì jìng
2758,避開,5,12.安全,24,10,34,ㄅㄧˋ ㄎㄞ,bì kāi
2759,鼻孔,5,7.身體、醫療,8,3,11,ㄅㄧˊ ㄎㄨㄥˇ,bí kǒng
2760,比例,5,5.交通、旅遊,58,73,131,ㄅㄧˇ ㄌㄧˋ,bǐ lì
2761,比率,5,5.交通、旅遊,10,7,17,ㄅㄧˇ ㄌㄩˋ,bǐ lǜ
2762,必然,5,核心詞,65,10,75,ㄅㄧˋ ㄖㄢˊ,bì rán
2763,比喻,5,8.教育、學習,17,9,26,ㄅㄧˇ ㄩˋ,bǐ yù
2764,閉嘴,5,核心詞,7,1,8,ㄅㄧˋ ㄗㄨㄟˇ,bì zuǐ
2765,扁,5,10.餐飲、烹飪,9,7,16,ㄅㄧㄢˇ  ,biǎn  
2766,變動,5,核心詞,22,13,35,ㄅㄧㄢˋ ㄉㄨㄥˋ,biàn dòng
2767,編輯,5,8.教育、學習,39,17,56,ㄅㄧㄢ ㄐㄧˊ,biān jí
2768,編劇,5,4.休閒、娛樂,24,2,26,ㄅㄧㄢ ㄐㄩˋ,biān jù
2769,辨識,5,核心詞,19,15,34,ㄅㄧㄢˋ ㄕˋ,biàn shì
2770,表決,5,14.社會,3,9,12,ㄅㄧㄠˇ ㄐㄩㄝˊ,biǎo jué
2771,表明,5,8.教育、學習,27,4,31,ㄅㄧㄠˇ ㄇㄧㄥˊ,biǎo míng
2772,標籤,5,9.購物、商店,20,13,33,ㄅㄧㄠ ㄑㄧㄢ,biāo qiān
2773,標題,5,8.教育、學習,20,7,27,ㄅㄧㄠ ㄊㄧˊ,biāo tí
2774,賓客,5,6.社交、人際,13,5,18,ㄅㄧㄣ ㄎㄜˋ,bīn kè
2775,兵,5,12.安全,77,19,96,ㄅㄧㄥ,bīng
2776,病床,5,7.身體、醫療,7,7,14,ㄅㄧㄥˋ ㄔㄨㄤˊ,bìng chuáng
2777,病毒,5,7.身體、醫療,30,101,131,ㄅㄧㄥˋ ㄉㄨˊ,bìng dú
2778,冰冷,5,核心詞,16,8,24,ㄅㄧㄥ ㄌㄥˇ,bīng lěng
2779,病痛,5,7.身體、醫療,11,15,26,ㄅㄧㄥˋ ㄊㄨㄥˋ,bìng tòng
2780,薄,5,核心詞,27,26,53,ㄅㄛˊ,bó
2781,撥,5,核心詞,19,13,32,ㄅㄛ,bō
2782,波,5,13.自然環境,43,64,107,ㄅㄛ,bō
2783,不便,5,核心詞,18,13,31,ㄅㄨˊ ㄅㄧㄢˋ,bú biàn
2784,補充,5,7.身體、醫療,43,36,79,ㄅㄨˇ ㄔㄨㄥ,bǔ chōng
2785,步道,5,5.交通、旅遊,18,28,46,ㄅㄨˋ ㄉㄠˋ,bù dào
2786,不得已,5,16.情緒、態度,14,8,22,ㄅㄨˋ ㄉㄜˊ ㄧˇ,bù dé yǐ
2787,不妨,5,核心詞,38,7,45,ㄅㄨˋ ㄈㄤˊ,bù fáng
2788,不敢當,5,6.社交、人際,1,2,3,ㄅㄨˋ ㄍㄢˇ ㄉㄤ,bù gǎn dāng
2789,不顧,5,16.情緒、態度,27,9,36,ㄅㄨˊ ㄍㄨˋ,bú gù
2790,補課,5,8.教育、學習,1,1,2,ㄅㄨˇ ㄎㄜˋ,bǔ kè
2791,不可思議,5,16.情緒、態度,31,22,53,ㄅㄨˋ ㄎㄜˇ ㄙ ㄧˋ,bù kě sī yì
2792,不利,5,核心詞,34,8,42,ㄅㄨˊ ㄌㄧˋ,bú lì
2793,不料,5,核心詞,22,4,26,ㄅㄨˊ ㄌㄧㄠˋ,bú liào
2794,部落,5,5.交通、旅遊,72,132,204,ㄅㄨˋ ㄌㄨㄛˋ,bù luò
2795,不滿,5,16.情緒、態度,46,11,57,ㄅㄨˋ ㄇㄢˇ,bù mǎn
2796,不明,5,核心詞,23,9,32,ㄅㄨˋ ㄇㄧㄥˊ,bù míng
2797,不然,5,核心詞,52,164,216,ㄅㄨˋ ㄖㄢˊ,bù rán
2798,部屬,5,3.職業,46,2,48,ㄅㄨˋ ㄕㄨˇ,bù shǔ
2799,部位,5,7.身體、醫療,41,12,53,ㄅㄨˋ ㄨㄟˋ,bù wèi
2800,補習,5,8.教育、學習,6,18,24,ㄅㄨˇ ㄒㄧˊ,bǔ xí
2801,布置/佈置,5,2.日常起居,14,17,31,ㄅㄨˋ ㄓˋ,bù zhì
2802,不止,5,核心詞,16,9,25,ㄅㄨˋ ㄓˇ,bù zhǐ
2803,不知不覺,5,核心詞,23,10,33,ㄅㄨˋ ㄓ ㄅㄨˋ ㄐㄩㄝˊ,bù zhī bù jué
2804,步驟,5,8.教育、學習,47,31,78,ㄅㄨˋ ㄗㄡˋ,bù zòu
2805,踩,5,核心詞,27,36,63,ㄘㄞˇ,cǎi
2806,猜測,5,核心詞,20,5,25,ㄘㄞ ㄘㄜˋ,cāi cè
2807,財產,5,14.社會,36,17,53,ㄘㄞˊ ㄔㄢˇ,cái chǎn
2808,採訪,5,4.休閒、娛樂,21,74,95,ㄘㄞˇ ㄈㄤˇ,cǎi fǎng
2809,財富,5,14.社會,43,13,56,ㄘㄞˊ ㄈㄨˋ,cái fù
2810,採購,5,9.購物、商店,19,8,27,ㄘㄞˇ ㄍㄡˋ,cǎi gòu
2811,才華,5,1.個人資料,22,4,26,ㄘㄞˊ ㄏㄨㄚˊ,cái huá
2812,才能,5,核心詞,16,1,17,ㄘㄞˊ ㄋㄥˊ,cái néng
2813,裁判,5,4.休閒、娛樂,7,2,9,ㄘㄞˊ ㄆㄢˋ,cái pàn
2814,採取,5,核心詞,118,46,164,ㄘㄞˇ ㄑㄩˇ,cǎi qǔ
2815,菜色,5,10.餐飲、烹飪,7,8,15,ㄘㄞˋ ㄙㄜˋ,cài sè
2816,彩色,5,核心詞,15,21,36,ㄘㄞˇ ㄙㄜˋ,cǎi sè
2817,財務,5,3.職業,32,10,42,ㄘㄞˊ ㄨˋ,cái wù
2818,猜想,5,核心詞,27,3,30,ㄘㄞ ㄒㄧㄤˇ,cāi xiǎng
2819,材質,5,9.購物、商店,10,49,59,ㄘㄞˊ ㄓˊ,cái zhí
2820,慘,5,核心詞,22,33,55,ㄘㄢˇ,cǎn
2821,餐具,5,10.餐飲、烹飪,6,13,19,ㄘㄢ ㄐㄩˋ,cān jù
2822,殘酷,5,12.安全,25,9,34,ㄘㄢˊ ㄎㄨˋ,cán kù
2823,殘忍,5,12.安全,17,8,25,ㄘㄢˊ ㄖㄣˇ,cán rěn
2824,參與,5,核心詞,151,127,278,ㄘㄢ ㄩˋ,cān yù
2825,慘重,5,核心詞,7,21,28,ㄘㄢˇ ㄓㄨㄥˋ,cǎn zhòng
2826,蒼白,5,7.身體、醫療,20,1,21,ㄘㄤ ㄅㄞˊ,cāng bái
2827,倉庫,5,2.日常起居,15,13,28,ㄘㄤ ㄎㄨˋ,cāng kù
2828,草原,5,5.交通、旅遊,23,14,37,ㄘㄠˇ ㄩㄢˊ,cǎo yuán
2829,操作,5,核心詞,51,37,88,ㄘㄠ ㄗㄨㄛˋ,cāo zuò
2830,冊,5,核心詞,47,8,55,ㄘㄜˋ,cè
2831,策略,5,8.教育、學習,126,24,150,ㄘㄜˋ ㄌㄩㄝˋ,cè lüè
2832,測試,5,核心詞,44,34,78,ㄘㄜˋ ㄕˋ,cè shì
2833,冊子,5,核心詞,2,0,2,ㄘㄜˋ ˙ㄗ,cè zi
2834,插,5,核心詞,30,40,70,ㄔㄚ,chā
2835,差距,5,核心詞,20,25,45,ㄔㄚ ㄐㄩˋ,chā jù
2836,插嘴,5,核心詞,8,1,9,ㄔㄚ ㄗㄨㄟˇ,chā zuǐ
2837,拆,5,核心詞,12,18,30,ㄔㄞ,chāi
2838,產地,5,10.餐飲、烹飪,4,9,13,ㄔㄢˇ ㄉㄧˋ,chǎn dì
2839,產量,5,9.購物、商店,14,68,82,ㄔㄢˇ ㄌㄧㄤˋ,chǎn liàng
2840,產業,5,3.職業,83,103,186,ㄔㄢˇ ㄧㄝˋ,chǎn yè
2841,嘗/嚐,5,10.餐飲、烹飪,24,15,39,ㄔㄤˊ,cháng
2842,長處,5,核心詞,22,1,23,ㄔㄤˊ ㄔㄨˋ,cháng chù
2843,場次,5,8.教育、學習,1,4,5,ㄔㄤˇ ㄘˋ,chǎng cì
2844,場地,5,2.日常起居,8,18,26,ㄔㄤˇ ㄉㄧˋ,chǎng dì
2845,場合,5,6.社交、人際,33,18,51,ㄔㄤˇ ㄏㄜˊ,chǎng hé
2846,場景,5,4.休閒、娛樂,28,21,49,ㄔㄤˇ ㄐㄧㄥˇ,chǎng jǐng
2847,長久,5,核心詞,23,17,40,ㄔㄤˊ ㄐㄧㄡˇ,cháng jiǔ
2848,廠商,5,3.職業,33,32,65,ㄔㄤˇ ㄕㄤ,chǎng shāng
2849,長壽,5,7.身體、醫療,17,11,28,ㄔㄤˊ ㄕㄡˋ,cháng shòu
2850,場所,5,2.日常起居,31,18,49,ㄔㄤˇ ㄙㄨㄛˇ,chǎng suǒ
2851,長途,5,5.交通、旅遊,9,3,12,ㄔㄤˊ ㄊㄨˊ,cháng tú
2852,長遠,5,核心詞,10,11,21,ㄔㄤˊ ㄩㄢˇ,cháng yuǎn
2853,抄,5,核心詞,13,10,23,ㄔㄠ,chāo
2854,超出,5,5.交通、旅遊,14,5,19,ㄔㄠ ㄔㄨ,chāo chū
2855,潮流,5,14.社會,17,12,29,ㄔㄠˊ ㄌㄧㄡˊ,cháo liú
2856,吵鬧,5,核心詞,7,3,10,ㄔㄠˇ ㄋㄠˋ,chǎo nào
2857,鈔票,5,11.公共服務,11,7,18,ㄔㄠ ㄆㄧㄠˋ,chāo piào
2858,超人,5,4.休閒、娛樂,25,7,32,ㄔㄠ ㄖㄣˊ,chāo rén
2859,嘲笑,5,16.情緒、態度,20,3,23,ㄔㄠˊ ㄒㄧㄠˋ,cháo xiào
2860,超越,5,核心詞,58,20,78,ㄔㄠ ㄩㄝˋ,chāo yuè
2861,車道,5,5.交通、旅遊,13,4,17,ㄔㄜ ㄉㄠˋ,chē dào
2862,澈底/徹底,5,核心詞,72,24,96,ㄔㄜˋ ㄉㄧˇ,chè dǐ
2863,車輛,5,核心詞,16,22,38,ㄔㄜ ㄌㄧㄤˋ,chē liàng
2864,車廂,5,5.交通、旅遊,16,9,25,ㄔㄜ ㄒㄧㄤ,chē xiāng
2865,沉/沈,5,核心詞,26,25,51,ㄔㄣˊ ,chén 
2866,沉默/沈默,5,16.情緒、態度,57,10,67,ㄔㄣˊ ㄇㄛˋ,chén mò
2867,陳述,5,8.教育、學習,21,3,24,ㄔㄣˊ ㄕㄨˋ,chén shù
2868,趁早,5,核心詞,3,1,4,ㄔㄣˋ ㄗㄠˇ,chèn zǎo
2869,沉重/沈重,5,核心詞,39,25,64,ㄔㄣˊ ㄓㄨㄥˋ,chén zhòng
2870,撐,5,核心詞,28,27,55,ㄔㄥ,chēng
2871,稱1,5,11.公共服務,188,76,264,ㄔㄥ,chēng
2872,成本,5,9.購物、商店,68,73,141,ㄔㄥˊ ㄅㄣˇ,chéng běn
2873,懲罰,5,12.安全,32,13,45,ㄔㄥˊ ㄈㄚˊ,chéng fá
2874,成分/成份,5,10.餐飲、烹飪,41,93,134,ㄔㄥˊ ㄈㄣˋ,chéng fèn
2875,稱呼,5,核心詞,25,11,36,ㄔㄥ ㄏㄨ,chēng hū
2876,成就感,5,核心詞,13,32,45,ㄔㄥˊ ㄐㄧㄡˋ ㄍㄢˇ,chéng jiù gǎn
2877,成名,5,4.休閒、娛樂,6,3,9,ㄔㄥˊ ㄇㄧㄥˊ,chéng míng
2878,承諾,5,核心詞,35,31,66,ㄔㄥˊ ㄋㄨㄛˋ,chéng nuò
2879,誠實,5,16.情緒、態度,31,13,44,ㄔㄥˊ ㄕˊ,chéng shí
2880,程式,5,3.職業,28,7,35,ㄔㄥˊ ㄕˋ,chéng shì
2881,成為,5,核心詞,534,390,924,ㄔㄥˊ ㄨㄟˊ,chéng wéi
2882,成效,5,8.教育、學習,20,16,36,ㄔㄥˊ ㄒㄧㄠˋ,chéng xiào
2883,成語,5,8.教育、學習,5,9,14,ㄔㄥˊ ㄩˇ,chéng yǔ
2884,成員,5,3.職業,85,53,138,ㄔㄥˊ ㄩㄢˊ,chéng yuán
2885,稱讚,5,6.社交、人際,26,7,33,ㄔㄥ ㄗㄢˋ,chēng zàn
2886,乘坐,5,5.交通、旅遊,8,3,11,ㄔㄥˊ ㄗㄨㄛˋ,chéng zuò
